Count,Game date,Sport,Competition,Bet,Return,Result,Pick,Score,Bookmaker,Odd,Stake,Profit,Tipster,CST
99,2015-10-04 15:30:00,SOC,Romania,FC Botosani - AS FCM Targu Mures,7.08,WIN,FC Botosani +0.25 (Asian Handicap-Full Time Excluding Overtime),1:1,SBOBET,1.83,5.00,2.08,rooney27,2015-10-04 15:24:50
100,2015-10-03 18:00:00,SOC,Romania,CSMS Iasi - Steaua Bucuresti,0.00,LOST,Under 2 (Match),1:2,PINNACLE,2,5.00,-5.00,rooney27,2015-10-03 14:48:12
101,2015-10-02 15:30:00,SOC,Romania,Voluntari - Concordia Chiajna,5,PUSH,Away 0 (Match),1:1,PINNACLE,1.97,5.00,0.00,rooney27,2015-09-30 14:33:46
102,2015-09-26 17:00:00,SOC,Romania,Viitorul Constanta - Petrolul Ploiesti,0.00,LOST,Over 2 (Match),1:0,PINNACLE,1.75,5.00,-5.00,rooney27,2015-09-26 14:48:50
103,2015-09-26 17:00:00,SOC,Romania,Viitorul Constanta - Petrolul Ploiesti,0.00,LOST,Over 2 (Match),1:0,PINNACLE,1.75,5.00,-5.00,rooney27,2015-09-26 14:48:03
104,2015-09-25 18:00:00,SOC,Romania,ASA Targu Mures - CFR Cluj,0.00,LOST,Over 1.75 (Match),0:0,PINNACLE,1.75,5.00,-5.00,rooney27,2015-09-25 17:45:27
105,2015-09-27 18:00:00,SOC,Romania,Steaua Bucuresti - Voluntari,9.2,WIN,Home -1.5 (Match),3:1,PINNACLE,1.84,5.00,4.20,rooney27,2015-09-24 13:40:41
106,2015-09-25 15:30:00,SOC,Romania,ACS Poli Timisoara - CSMS Iasi,2.5,LOST,Home -0.25 (Match),2:2,PINNACLE,1.87,5.00,-2.50,rooney27,2015-09-24 12:34:01
107,2015-09-20 15:30:00,SOC,Romania,Petrolul Ploiesti - CSU Craiova,0.00,LOST,Over 2 (Match),0:1,PINNACLE,1.81,5.00,-5.00,rooney27,2015-09-20 13:13:35
108,2015-09-20 15:30:00,SOC,Romania,Petrolul Ploiesti - CSU Craiova,8.65,WIN,Away +0.25 (Match),0:1,PINNACLE,1.73,5.00,3.65,rooney27,2015-09-20 13:11:39
109,2015-09-19 15:30:00,SOC,Romania,CSMS Iasi - Viitorul Constanta,7,WIN,Away +0.25 (Match),0:0,PINNACLE,1.8,5.00,2.00,rooney27,2015-09-19 15:10:12
110,2015-09-20 18:00:00,SOC,Romania,Botosani - Dinamo Bucuresti,5,PUSH,Over 2 (Match),1:1,PINNACLE,1.94,5.00,0.00,rooney27,2015-09-18 10:01:12
111,2015-09-14 18:00:00,SOC,Romania,Dinamo Bucuresti - CFR Cluj,0.00,LOST,Home -0.25 (Match),0:2,PINNACLE,2.05,5.00,-5.00,rooney27,2015-09-14 10:50:41
112,2015-09-12 15:30:00,SOC,Romania,Concordia Chiajna - Botosani,0.00,LOST,Home -0.5 (Match),0:0,PINNACLE,2.09,5.00,-5.00,rooney27,2015-09-11 14:49:07
113,2015-09-14 15:30:00,SOC,Romania,SC Viitorul Constanta - SC FC Voluntari SA,12.1,WIN,SC Viitorul Constanta -1 (Asian Handicap-Full Time Excluding Overtime),3:0,Bet365,2.42,5.00,7.10,rooney27,2015-09-10 14:11:10
114,2015-09-10 16:00:00,SOC,Romania,Viitorul Constanta - CSU Craiova,2.5,LOST,Home -0.25 (Match),0:0,PINNACLE,1.94,5.00,-2.50,rooney27,2015-09-10 07:49:43
115,2015-09-10 18:45:00,SOC,Romania,Pandurii Targu-Jiu - Dinamo Bucuresti,8.75,WIN,Away +0.5 (Match),0:2,PINNACLE,1.75,5.00,3.75,rooney27,2015-09-09 11:14:17
116,2015-09-09 13:30:00,SOC,Romania,Concordia Chiajna - Botosani,9.15,WIN,Over 2 (Match),3:0,PINNACLE,1.83,5.00,4.15,rooney27,2015-09-08 13:19:36
117,2015-09-09 13:30:00,SOC,Romania,Concordia Chiajna - Botosani,10.55,WIN,Home -0.25 (Match),3:0,PINNACLE,2.11,5.00,5.55,rooney27,2015-09-08 13:19:13
118,2015-08-31 18:00:00,SOC,Romania,CFR Cluj - Botosani,10.1,WIN,Home -0.5 (Match),3:1,PINNACLE,2.02,5.00,5.10,rooney27,2015-08-31 17:54:00
119,2015-08-30 18:00:00,SOC,Romania,Steaua Bucuresti - Viitorul Constanta,0.00,LOST,Over 2.25 (Match),1:0,PINNACLE,2,10.00,-10.00,rooney27,2015-08-27 12:02:07
120,2015-08-27 18:00:00,SOC,Europa League,AZ Alkmaar - Astra Giurgiu,0.00,LOST,Over 2.5 (Match),2:0,PINNACLE,1.79,5.00,-5.00,rooney27,2015-08-27 05:28:51
121,2015-08-27 18:00:00,SOC,Europa League,AZ Alkmaar Zaanstreek - Astra Giurgiu,0.00,LOST,Yes (Both Team To Score-Full Time Excluding Overtime),2:0,Bet365,1.83,5.00,-5.00,rooney27,2015-08-26 14:03:34
122,2015-08-28 15:30:00,SOC,Romania,Voluntari - CSU Craiova,8.55,WIN,Away 0 (Match),1:2,PINNACLE,1.71,5.00,3.55,rooney27,2015-08-25 17:17:05
123,2015-08-27 18:00:00,SOC,Europa League,Rosenborg BK - FC Steaua Bucuresti,9.75,WIN,FC Steaua Bucuresti +0.5 (Asian Handicap-Full Time Excluding Overtime),0:1,Bet365,1.95,5.00,4.75,rooney27,2015-08-25 08:59:19
124,2015-08-24 18:00:00,SOC,Romania,Concordia Chiajna - CFR Cluj,8.85,WIN,Over 2 (Match),2:1,PINNACLE,1.77,5.00,3.85,rooney27,2015-08-24 09:50:31
125,2015-08-22 15:30:00,SOC,Romania,Botosani - Pandurii Targu-Jiu,5,PUSH,Over 2 (Match),0:2,PINNACLE,1.81,5.00,0.00,rooney27,2015-08-21 19:31:14
126,2015-08-21 18:00:00,SOC,Romania,Viitorul Constanta - ACS Poli Timisoara,9.35,WIN,Home -0.25 (Match),4:0,PINNACLE,1.87,5.00,4.35,rooney27,2015-08-21 04:15:49
127,2015-08-17 18:00:00,SOC,Romania,Pandurii Targu Jiu - CFR Cluj,2.5,LOST,Home -0.25 (Match),1:1,PINNACLE,1.98,5.00,-2.50,rooney27,2015-08-17 16:24:18
128,2015-08-12 16:30:00,SOC,Romania,ASA Targu Mures - ACS Poli Timisoara,0.00,LOST,Home -0.5 (Match),0-0,PINNACLE,1.77,5.00,-5.00,rooney27,2015-08-12 15:57:34
129,2015-08-12 18:45:00,SOC,Romania,Astra Giurgiu - Steaua Bucuresti,2.5,LOST,Over 2.25 (Match),2:0,PINNACLE,1.97,5.00,-2.50,rooney27,2015-08-12 14:35:05
130,2015-08-12 16:30:00,SOC,Romania,ASA Targu Mures - ACS Poli Timisoara,0.00,LOST,Home -0.5 (Match),0-0,PINNACLE,1.87,5.00,-5.00,rooney27,2015-08-10 15:27:25
131,2015-08-09 13:30:00,SOC,Romania,Viitorul Constanta - ASA Targu Mures,0.00,LOST,Over 2.25 (Match),1-0,PINNACLE,2.08,5.00,-5.00,rooney27,2015-08-04 13:54:31
132,2015-08-09 13:30:00,SOC,Romania,Viitorul Constanta - ASA Targu Mures,0.00,LOST,Away 0 (Match),1-0,PINNACLE,1.81,5.00,-5.00,rooney27,2015-08-04 13:52:32
133,2015-08-07 15:30:00,SOC,Romania,FC Voluntari - Botosani,5,PUSH,Away 0 (Match),1:1,PINNACLE,2.02,5.00,0.00,rooney27,2015-08-04 13:44:33
134,2015-08-08 18:00:00,SOC,Romania,Petrolul Ploiesti - Pandurii Targu Jiu,5,PUSH,Away 0 (Match),1-1,PINNACLE,1.83,5.00,0.00,rooney27,2015-08-04 13:43:22
135,2015-08-02 15:30:00,SOC,Romania,Astra Giurgiu - Viitorul Constanta,5,PUSH,Away 0 (Match),2:2,PINNACLE,2.94,5.00,0.00,rooney27,2015-08-02 10:02:00
136,2015-08-01 15:30:00,SOC,Romania,Pandurii Targu Jiu - CSMS Iasi,0.00,LOST,Away +0.75 (Match),3:0,PINNACLE,1.83,5.00,-5.00,rooney27,2015-08-01 15:22:46
137,2015-07-31 18:00:00,SOC,Romania,CS Concordia Chiajna - SC FC Petrolul Ploiesti,10.4,WIN,Over 2 (Over Under-Full Time Excluding Overtime),2:2,SBOBET,2.08,5.00,5.40,rooney27,2015-07-31 17:32:12
138,2015-08-02 15:30:00,SOC,Romania,Astra Giurgiu - Viitorul Constanta,9.5,WIN,Over 2.25 (Match),2:2,PINNACLE,1.9,5.00,4.50,rooney27,2015-07-31 12:56:30
139,2015-07-31 18:00:00,SOC,Romania,Concordia Chiajna - Petrolul Ploiesti,2.5,LOST,Home -0.25 (Match),2:2,PINNACLE,2.05,5.00,-2.50,rooney27,2015-07-29 08:28:28
140,2015-08-01 18:00:00,SOC,Romania,Botosani - Steaua Bucuresti,0.00,LOST,Over 2.25 (Match),0:1,PINNACLE,2.03,5.00,-5.00,rooney27,2015-07-28 13:49:22
141,2015-07-26 15:30:00,SOC,Romania,CSU Craiova - Astra Giurgiu,0.00,LOST,Under 2 (Match),1:2,PINNACLE,2.04,5.00,-5.00,rooney27,2015-07-26 15:21:22
142,2015-07-23 17:00:00,SOC,Livebet,Astra Giurgiu - Inverness CT,0.5,LOST,HT Home -0.25 (0:0),0:0,188bet,2.17,1.00,-0.50,rooney27,2015-07-23 18:19:55
143,2015-07-26 18:00:00,SOC,Romania,CSMS Iasi - Petrolul Ploiesti,8.85,WIN,Home 0 (Match),1:0,PINNACLE,1.77,5.00,3.85,rooney27,2015-07-22 13:10:49
144,2015-07-23 17:00:00,SOC,Europa League,Botosani - Legia Warszawa,9.2,WIN,Away -0.25 (Match),0:3,PINNACLE,1.84,5.00,4.20,rooney27,2015-07-22 12:59:30
145,2015-07-25 15:30:00,SOC,Romania,SC Viitorul Constanta - FC Dinamo Bucuresti,2.5,LOST,Over 2.25 (Over Under-Full Time Excluding Overtime),1:1,Bet365,2,5.00,-2.50,rooney27,2015-07-22 09:28:48
146,2015-07-24 15:30:00,SOC,Romania,Voluntari - Pandurii Targu Jiu,5,PUSH,Away 0 (Match),0:0,PINNACLE,1.8,5.00,0.00,rooney27,2015-07-22 08:16:39
147,2015-07-22 18:30:00,SOC,Champions L,FC Steaua Bucuresti - FK AS Trencin,0.00,LOST,FC Steaua Bucuresti -0.25 (Asian Handicap-First Half),0-2,SBOBET,1.9,5.00,-5.00,rooney27,2015-07-21 04:42:32
148,2015-07-18 17:00:00,SOC,Livebet,Pandurii Targu Jiu - Steaua Bucuresti,0.00,LOST,FT Draw (0:0),0:3,188bet,3,1.00,-1.00,rooney27,2015-07-18 18:14:22
149,2015-07-20 18:00:00,SOC,Romania,Botosani - Viitorul Constanta,9.55,WIN,Over 2.25 (Match),2:2,PINNACLE,1.91,5.00,4.55,rooney27,2015-07-16 07:33:24
150,2015-07-16 18:45:00,SOC,Other,Inverness - Astra Giurgiu,5,PUSH,Away -1 (Match),0:1,PINNACLE,2.65,5.00,0.00,rooney27,2015-07-14 20:27:52
151,2015-07-14 18:30:00,SOC,Champions L,AS Trencin (n) - Steaua Bucuresti,1.75,WIN,Away +0.25 (Match),0-2,PINNACLE,1.75,1.00,0.75,rooney27,2015-07-14 18:16:50
152,2015-07-16 18:45:00,SOC,Europa League,Inverness Caledonian Thistle - Astra Giurgiu,9.9,WIN,Astra Giurgiu -0.5 (Asian Handicap-Full Time Excluding Overtime),0:1,SBOBET,1.98,5.00,4.90,rooney27,2015-07-14 11:47:18
153,2015-07-14 18:30:00,SOC,Champions L,AS Trencin (n) - Steaua Bucuresti,9.4,WIN,Away 0 (Match),0-2,PINNACLE,1.88,5.00,4.40,rooney27,2015-07-13 10:39:16
154,2015-07-11 15:30:00,SOC,Romania,Viitorul Constanta - CFR Cluj,2.5,LOST,Home -0.25 (Match),2:2,PINNACLE,2.07,5.00,-2.50,rooney27,2015-07-09 20:34:42
155,2015-07-10 18:00:00,SOC,Romania,Astra Giurgiu - Concordia Chiajna,0.00,LOST,Home -0.5 (1st Half),1-1,PINNACLE,2.13,1.00,-1.00,rooney27,2015-07-09 19:37:38
156,2015-07-10 18:00:00,SOC,Romania,Astra Giurgiu - Concordia Chiajna,0.00,LOST,Home -0.5 (1st Half),1-1,PINNACLE,2.18,5.00,-5.00,rooney27,2015-07-09 19:08:23
157,2015-07-10 15:30:00,SOC,Romania,Voluntari - CSMS Iasi,5,PUSH,Away 0 (Match),1:1,PINNACLE,2.03,5.00,0.00,rooney27,2015-07-09 17:28:23
158,2015-07-08 18:00:00,SOC,Other,Steaua Bucuresti (n) - ASA Targu Mures,9.5,WIN,Under 2.25 (Match),0:1,PINNACLE,1.9,5.00,4.50,rooney27,2015-07-08 14:56:25
159,2015-07-09 16:00:00,SOC,Other,Spartaki Tskhinvali (n) - Botosani,9.3,WIN,Away -0.75 (Match),1:3,PINNACLE,1.86,5.00,4.30,rooney27,2015-07-08 14:12:59
160,2015-05-27 12:45:00,SOC,Livebet,Universitatea Cluj - Ceahlaul Piatra Neamt,1.86,WIN,HT Home -0.25 (0:0),1:0,188bet,1.86,1.00,0.86,rooney27,2015-05-27 13:50:22
161,2015-05-27 15:45:00,SOC,Romania,CS Concordia Chiajna - SC FC Petrolul Ploiesti,2.5,LOST,CS Concordia Chiajna -0.25 (Asian Handicap-First Half),1-1,SBOBET,1.95,5.00,-2.50,rooney27,2015-05-26 16:10:41
162,2015-05-27 15:44:00,SOC,Romania,FC Brasov - Gaz Metan Medias,0.00,LOST,Over 2.25 (Match),0:0,PINNACLE,1.9,5.00,-5.00,rooney27,2015-05-26 09:20:03
163,2015-05-29 17:59:00,SOC,Romania,Dinamo Bucuresti - Astra Giurgiu,0.00,LOST,Home 0 (Match),0-2,PINNACLE,1.93,5.00,-5.00,rooney27,2015-05-26 09:13:46
164,2015-05-27 15:45:00,SOC,Romania,CS Concordia Chiajna - SC FC Petrolul Ploiesti,9.4,WIN,CS Concordia Chiajna -0.5 (Asian Handicap-Full Time Excluding Overtime),3:2,SBOBET,1.88,5.00,4.40,rooney27,2015-05-25 21:59:12
165,2015-05-23 12:00:00,SOC,Livebet,Otelul Galati - Universitatea Cluj,5,PUSH,FT Over 3 (1:1),2:1,188bet,1.91,5.00,0.00,rooney27,2015-05-23 14:18:46
166,2015-05-24 15:30:00,SOC,Romania,Pandurii Targu-Jiu - CSMS Iasi,1.83,WIN,Pandurii Targu-Jiu -0.25 (Asian Handicap-First Half),"2:0, 3:2",SBOBET,1.83,1.00,0.83,rooney27,2015-05-23 08:35:22
167,2015-05-24 15:30:00,SOC,Romania,Pandurii Targu-Jiu - CSMS Iasi,9.15,WIN,Pandurii Targu-Jiu -0.75 (Asian Handicap-Full Time Excluding Overtime),5:2,SBOBET,1.83,5.00,4.15,rooney27,2015-05-23 07:30:18
168,2015-05-23 15:29:00,SOC,Romania,Viitorul Constanta - FC Brasov,2.5,LOST,Over 2.25 (Match),0:2,PINNACLE,1.86,5.00,-2.50,rooney27,2015-05-22 10:02:33
169,2015-05-23 15:29:00,SOC,Romania,Viitorul Constanta - FC Brasov,0.00,LOST,Home 0 (Match),0:2,PINNACLE,1.92,5.00,-5.00,rooney27,2015-05-22 09:48:38
170,2015-05-24 17:59:00,SOC,Romania,Astra Giurgiu - ASA Targu Mures,0.00,LOST,Away (Match),3:1,PINNACLE,2.74,1.00,-1.00,rooney27,2015-05-22 04:48:09
171,2015-05-24 18:00:00,SOC,Romania,Astra Giurgiu - AS FCM Targu Mures,0.00,LOST,AS FCM Targu Mures 0 (Asian Handicap-Full Time Excluding Overtime),3:1,SBOBET,1.78,5.00,-5.00,rooney27,2015-05-22 03:17:19
172,2015-05-22 18:00:00,SOC,Romania,SC FC Petrolul Ploiesti - FC Dinamo Bucuresti,9.4,WIN,FC Dinamo Bucuresti +0.5 (Asian Handicap-Full Time Excluding Overtime),0:3,SBOBET,1.88,5.00,4.40,rooney27,2015-05-21 14:20:46
173,2015-05-20 16:59:00,SOC,Romania,Steaua Bucuresti - Pandurii Targu-Jiu,0.00,LOST,Away 0 (Match),3-0,PINNACLE,2.97,1.00,-1.00,rooney27,2015-05-20 15:29:45
174,2015-05-20 15:00:00,SOC,Romania,Pandurii Targu-Jiu - FC Steaua Bucuresti,0.00,LOST,Pandurii Targu-Jiu +0.5 (Asian Handicap-Full Time Excluding Overtime),0-3,SBOBET,1.83,5.00,-5.00,rooney27,2015-05-19 12:39:56
175,2015-05-17 17:00:00,SOC,Livebet,Rapid Bucuresti - CS Universitatea Craiova,8.8,WIN,FT Away +1 (0:0),1:2,188bet,1.76,5.00,3.80,rooney27,2015-05-17 18:05:53
176,2015-05-16 15:29:00,SOC,Romania,FC Brasov - Steaua Bucuresti,8.95,WIN,Over 2.25 (Match),2:3,PINNACLE,1.79,5.00,3.95,rooney27,2015-05-14 20:42:30
177,2015-05-16 17:59:00,SOC,Romania,ASA Targu Mures - Petrolul Ploiesti,7.35,WIN,Home -0.75 (Match),1:0,PINNACLE,1.94,5.00,2.35,rooney27,2015-05-14 17:18:47
178,2015-05-16 18:00:00,SOC,Romania,AS FCM Targu Mures - SC FC Petrolul Ploiesti,7.43,WIN,AS FCM Targu Mures -0.75 (Asian Handicap-Full Time Excluding Overtime),1:0,SBOBET,1.97,5.00,2.43,rooney27,2015-05-14 17:18:01
179,2015-05-09 15:45:00,SOC,Livebet,Petrolul Ploiesti - Universitatea Cluj,0.00,LOST,FT Away +0.25 (0:0),1:0,188bet,1.99,5.00,-5.00,rooney27,2015-05-09 17:30:00
180,2015-05-08 15:29:00,SOC,Romania,Pandurii Targu-Jiu - FC Brasov,0.00,LOST,Away +1 (Match),2:0,PINNACLE,1.7,5.00,-5.00,rooney27,2015-05-07 20:39:15
181,2015-05-11 17:30:00,SOC,Romania,FC Ceahlaul Piatra Neamt - FC Rapid SA Bucuresti,8.4,WIN,FC Rapid SA Bucuresti -0.5 (Asian Handicap-Full Time Excluding Overtime),0:1,SBOBET,1.68,5.00,3.40,rooney27,2015-05-07 13:10:44
182,2015-05-04 17:00:00,SOC,Livebet,CSMS Iasi - Rapid Bucuresti,6.9,WIN,FT Home +0.25 (0:0),0:0,188bet,1.76,5.00,1.90,rooney27,2015-05-04 19:05:01
183,2015-05-03 12:00:00,SOC,Livebet,Ceahlaul Piatra Neamt - FC Astra Giurgiu,8.75,WIN,FT Away -0.5 (0:1),1:3,188bet,1.75,5.00,3.75,rooney27,2015-05-03 14:02:34
184,2015-05-03 12:00:00,SOC,Livebet,Ceahlaul Piatra Neamt - FC Astra Giurgiu,9.05,WIN,FT Over 2.5 (0:1),1:3,188bet,1.81,5.00,4.05,rooney27,2015-05-03 13:32:48
185,2015-05-03 18:00:00,SOC,Romania,FC Dinamo Bucuresti - FC Steaua Bucuresti,11.25,WIN,Yes (Both Team To Score-Full Time Excluding Overtime),1:3,Bet365,2.25,5.00,6.25,rooney27,2015-05-03 09:10:45
186,2015-05-03 17:59:00,SOC,Romania,Dinamo Bucuresti - Steaua Bucuresti,8.75,WIN,Over 2 (Match),1:3,PINNACLE,1.75,5.00,3.75,rooney27,2015-05-03 08:50:09
187,2015-04-29 18:29:00,SOC,Romania,Steaua Bucuresti - ASA Targu Mures,9.5,WIN,Away +1 (Match),0:1,PINNACLE,1.9,5.00,4.50,rooney27,2015-04-29 16:40:38
188,2015-04-30 18:29:00,SOC,Romania,Petrolul Ploiesti - Astra Giurgiu,9.5,WIN,Away +0.25 (Match),1:2,PINNACLE,1.9,5.00,4.50,rooney27,2015-04-29 14:03:23
189,2015-04-29 13:59:00,SOC,Romania,CSU Craiova - FC Brasov,0.00,LOST,Over 2 (Match),0:1,PINNACLE,1.79,5.00,-5.00,rooney27,2015-04-29 08:09:24
190,2015-04-28 16:14:00,SOC,Romania,Rapid Bucuresti - Botosani,0.00,LOST,Home -0.5 (Match),2:2,PINNACLE,1.99,5.00,-5.00,rooney27,2015-04-27 14:15:08
191,2015-04-26 15:29:00,SOC,Romania,Otelul Galati - Viitorul Constanta,8.85,WIN,Over 2 (Match),3:0,PINNACLE,1.77,5.00,3.85,rooney27,2015-04-23 16:19:16
192,2015-04-26 15:29:00,SOC,Romania,Otelul Galati - Viitorul Constanta,0.00,LOST,Away -0.25 (Match),3:0,PINNACLE,1.88,5.00,-5.00,rooney27,2015-04-23 16:08:36
193,2015-04-20 14:59:00,SOC,Romania,Pandurii Targu-Jiu - Universitatea Cluj,0.00,LOST,Home -1 (Match),0:1,PINNACLE,2.23,5.00,-5.00,rooney27,2015-04-18 20:57:17
194,2015-04-18 12:29:00,SOC,Romania,Botosani - Ceahlaul Piatra Neamt,0.00,LOST,Away +1 (Match),2:0,PINNACLE,1.83,5.00,-5.00,rooney27,2015-04-16 20:05:40
195,2015-04-17 17:29:00,SOC,Romania,CFR Cluj - ASA Targu Mures,0.00,LOST,Away -0.5 (Match),2:2,PINNACLE,1.94,5.00,-5.00,rooney27,2015-04-16 13:36:29
