Count,Game date,Sport,Competition,Bet,Return,Result,Pick,Score,Bookmaker,Odd,Stake,Profit,Tipster,CST
291,2014-09-27 13:00:00,SOC,Romania,Gaz Metan Medias - FC Ceahlaul Piatra Neamt,0.00,LOST,Gaz Metan Medias -0.5 (Asian Handicap-Full Time Excluding Overtime),2-2,SBOBET,1.93,5.00,-5.00,rooney27,2014-09-25 17:56:49
292,2014-09-21 17:59:00,SOC,Romania,Petrolul Ploiesti - Steaua Bucuresti,17.7,WIN,Away 0 (Match),2-3,PINNACLE,1.77,10.00,7.70,rooney27,2014-09-21 00:16:36
293,2014-09-20 15:29:00,SOC,Romania,Dinamo Bucuresti - CSMS Iasi,1,LOST,Home -0.25 (1st Half),0-0,PINNACLE,1.85,2.00,-1.00,rooney27,2014-09-20 06:06:27
294,2014-09-20 15:29:00,SOC,Romania,Dinamo Bucuresti - CSMS Iasi,7.38,WIN,Home -0.75 (Match),1-0,PINNACLE,1.95,5.00,2.38,rooney27,2014-09-20 06:00:47
295,2014-09-20 15:29:00,SOC,Romania,Otelul Galati - CFR Cluj,5.00,PUSH,Away -1 (Match),0-1,PINNACLE,1.88,5.00,0.00,rooney27,2014-09-20 01:41:38
296,2014-09-19 17:59:00,SOC,Romania,ASA Targu Mures - Rapid Bucuresti,7.28,WIN,Home -0.75 (Match),1-0,PINNACLE,1.91,5.00,2.28,rooney27,2014-09-19 11:14:15
297,2014-09-21 15:29:00,SOC,Romania,Astra Giurgiu - Pandurii Targu-Jiu,7.45,WIN,Home -0.75 (Match),2-1,PINNACLE,1.98,5.00,2.45,rooney27,2014-09-19 10:13:42
298,2014-09-19 15:29:00,SOC,Romania,Gaz Metan Medias - Viitorul Constanta,9.45,WIN,Home -0.25 (Match),3-1,PINNACLE,1.89,5.00,4.45,rooney27,2014-09-18 22:27:32
299,2014-09-15 15:29:00,SOC,Romania,CSU Craiova - Otelul Galati,0.00,LOST,Over 2 (Match),1-0,PINNACLE,1.87,5.00,-5.00,rooney27,2014-09-15 00:42:55
300,2014-09-13 15:29:00,SOC,Romania,Viitorul Constanta - Ceahlaul Piatra Neamt,0.00,LOST,Away +0.5 (Match),2-0,PINNACLE,1.85,5.00,-5.00,rooney27,2014-09-12 20:32:23
301,2014-09-12 17:59:00,SOC,Romania,Steaua Bucuresti - Gaz Metan Medias,9.4,WIN,Home -1.25 (Match),3-1,PINNACLE,1.88,5.00,4.40,rooney27,2014-09-05 11:08:20
302,2014-09-12 15:29:00,SOC,Romania,FC Brasov - Concordia Chiajna,5.82,WIN,Home -0.5 (Match),4-1,PINNACLE,1.94,3.00,2.82,rooney27,2014-09-04 09:39:12
303,2014-09-12 15:29:00,SOC,Romania,FC Brasov - Concordia Chiajna,5.61,WIN,Over 2 (Match),4-1,PINNACLE,1.87,3.00,2.61,rooney27,2014-09-04 09:37:58
304,2014-09-12 17:59:00,SOC,Romania,Steaua Bucuresti - Gaz Metan Medias,9.85,WIN,Home -1.25 (Match),3-1,PINNACLE,1.97,5.00,4.85,rooney27,2014-09-04 08:39:32
305,2014-09-13 17:59:00,SOC,Romania,CFR Cluj - Astra Giurgiu,0.00,LOST,Away 0 (Match),4-1,PINNACLE,2.3,5.00,-5.00,rooney27,2014-09-04 08:14:52
306,2014-09-13 16:00:00,SOC,Romania,CS U Craiova - FC Otelul Galati,22,WIN,CS U Craiova (1X2-Full Time Excluding Overtime),1-0,Bet365,2.2,10.00,12.00,rooney27,2014-09-03 09:29:03
307,2014-08-31 17:59:00,SOC,Romania,Petrolul Ploiesti - CFR Cluj,7,WIN,Under 1 (1st Half),0-1,PINNACLE,1.8,5.00,2.00,rooney27,2014-08-30 20:47:14
308,2014-08-31 15:59:00,SOC,Romania,Astra Giurgiu - CSU Craiova,9.55,WIN,Over 2.5 (Match),5-0,PINNACLE,1.91,5.00,4.55,rooney27,2014-08-30 20:11:41
309,2014-08-30 17:59:00,SOC,Romania,Viitorul Constanta - Steaua Bucuresti,5.00,PUSH,Away -1 (Match),0-1,PINNACLE,1.83,5.00,0.00,rooney27,2014-08-30 15:09:05
310,2014-08-31 13:59:00,SOC,Romania,ASA Targu Mures - Botosani,10,WIN,Home -0.5 (Match),2-1,PINNACLE,2,5.00,5.00,rooney27,2014-08-29 14:28:41
311,2014-08-31 15:59:00,SOC,Romania,Astra Giurgiu - CSU Craiova,9.9,WIN,Home -1.25 (Match),5-0,PINNACLE,1.98,5.00,4.90,rooney27,2014-08-29 14:22:29
312,2014-08-28 19:00:00,SOC,Europa League,NK Dinamo Zagreb - SC FC Petrolul Ploiesti,0.00,LOST,SC FC Petrolul Ploiesti +0.5 (Asian Handicap-Full Time Excluding Overtime),2-1,SBOBET,1.8,5.00,-5.00,rooney27,2014-08-26 15:07:01
313,2014-08-28 16:45:00,SOC,Europa League,Astra Giurgiu - Olympique Lyonnais,0.00,LOST,Astra Giurgiu 0 (Asian Handicap-Full Time Excluding Overtime),0-1,Bet365,2.3,5.00,-5.00,rooney27,2014-08-26 14:59:11
314,2014-08-24 13:59:00,SOC,Romania,Botosani - Universitatea Cluj,10.35,WIN,Home -0.25 (Match),1-0,PINNACLE,2.07,5.00,5.35,rooney27,2014-08-21 10:13:38
315,2014-08-25 15:30:00,SOC,Romania,CSMS Iasi - FC Otelul Galati,2.5,LOST,CSMS Iasi -0.25 (Asian Handicap-First Half),0-0,SBOBET,1.85,5.00,-2.50,rooney27,2014-08-21 10:04:33
316,2014-08-25 15:29:00,SOC,Romania,CSMS Iasi - Otelul Galati,0.00,LOST,Home -0.75 (Match),0-0,PINNACLE,1.85,5.00,-5.00,rooney27,2014-08-21 10:02:08
317,2014-08-23 15:29:00,SOC,Romania,Pandurii Targu-Jiu - Viitorul Constanta,2.5,LOST,Over 2.25 (Match),1-1,PINNACLE,1.92,5.00,-2.50,rooney27,2014-08-20 15:57:10
318,2014-08-22 17:59:00,SOC,Romania,Concordia Chiajna - Dinamo Bucuresti,0.00,LOST,Over 2.25 (Match),0-0,PINNACLE,1.92,5.00,-5.00,rooney27,2014-08-20 15:27:04
319,2014-08-21 18:29:00,SOC,Europa League,Lyon - Astra Giurgiu,0.00,LOST,Home -1 (Match),1-2,PINNACLE,1.88,5.00,-5.00,rooney27,2014-08-20 13:49:01
320,2014-08-19 18:45:00,SOC,Champions L,Steaua Bucuresti (n) - Ludogorets Razgrad,0.00,LOST,Over 2 (Match),1-0,PINNACLE,1.78,5.00,-5.00,rooney27,2014-08-17 23:34:07
321,2014-08-15 17:59:00,SOC,Romania,Steaua Bucuresti - Pandurii Targu-Jiu,9.4,WIN,Home -1 (Match),6-0,PINNACLE,1.88,5.00,4.40,rooney27,2014-08-15 03:34:39
322,2014-08-17 15:59:00,SOC,Romania,Otelul Galati - Botosani,10.4,WIN,Away -0.25 (Match),0-1,PINNACLE,2.08,5.00,5.40,rooney27,2014-08-13 08:46:02
323,2014-08-16 15:29:00,SOC,Romania,Astra Giurgiu - CSMS Iasi,5,LOST,Home -1.25 (Match),2-1,PINNACLE,1.91,10.00,-5.00,rooney27,2014-08-13 07:57:18
324,2014-08-16 17:59:00,SOC,Romania,Petrolul Ploiesti - Rapid Bucuresti,0.00,LOST,Home -1.25 (Match),0-0,PINNACLE,1.95,10.00,-10.00,rooney27,2014-08-13 07:42:06
325,2014-08-09 17:59:00,SOC,Romania,Dinamo Bucuresti - ASA Targu Mures,0.00,LOST,Over 2.75 (Match),1-1,PINNACLE,1.86,5.00,-5.00,rooney27,2014-08-08 09:01:46
326,2014-08-08 18:00:00,SOC,Romania,FC Rapid SA Bucuresti - Gaz Metan Medias,5.00,PUSH,Over 2 (Over Under-Full Time Excluding Overtime),1-1,Bet365,1.77,5.00,0.00,rooney27,2014-08-05 15:02:12
327,2014-08-10 14:00:00,SOC,Romania,FC Botosani - Astra Giurgiu,0.00,LOST,Over 2.5 (Over Under-Full Time Excluding Overtime),1-0,SBOBET,1.92,5.00,-5.00,rooney27,2014-08-05 14:54:15
328,2014-08-10 14:00:00,SOC,Romania,FC Botosani - Astra Giurgiu,0.00,LOST,Astra Giurgiu -1.25 (Asian Handicap-Full Time Excluding Overtime),1-0,SBOBET,1.99,5.00,-5.00,rooney27,2014-08-05 14:52:33
329,2014-08-06 17:29:00,SOC,Champions L,Steaua Bucuresti - Aktobe,2.5,LOST,Home -1.25 (Match),2-1,PINNACLE,1.91,5.00,-2.50,rooney27,2014-08-04 11:34:05
330,2014-08-03 14:00:00,SOC,Romania,SC FC Petrolul Ploiesti - FC Botosani,9.95,WIN,SC FC Petrolul Ploiesti -1 (Asian Handicap-Full Time Excluding Overtime),4-1,SBOBET,1.99,5.00,4.95,rooney27,2014-08-01 17:35:49
331,2014-08-04 18:00:00,SOC,Romania,CFM Universitatea Cluj - FC Dinamo Bucuresti,10,WIN,FC Dinamo Bucuresti -0.25 (Asian Handicap-Full Time Excluding Overtime),2-3,SBOBET,2,5.00,5.00,rooney27,2014-08-01 08:54:23
332,2014-08-03 15:59:00,SOC,Romania,Astra Giurgiu - FC Brasov,10.2,WIN,Home -1.5 (Match),4-0,PINNACLE,2.04,5.00,5.20,rooney27,2014-07-31 21:16:26
333,2014-07-31 15:59:00,SOC,Europa League,Astra Giurgiu - Slovan Liberec,10,WIN,Home -0.5 (Match),3-0,PINNACLE,2,5.00,5.00,rooney27,2014-07-31 11:28:55
334,2014-07-31 17:59:00,SOC,Europa League,Petrolul Ploiesti - Viktoria Plzen,5.00,PUSH,Away 0 (Match),1-1,PINNACLE,1.97,5.00,0.00,rooney27,2014-07-30 21:02:11
335,2014-08-01 15:30:00,SOC,Romania,FC Ceahlaul Piatra Neamt - AS FCM Targu Mures,9.8,WIN,AS FCM Targu Mures 0 (Asian Handicap-Full Time Excluding Overtime),1-4,SBOBET,1.96,5.00,4.80,rooney27,2014-07-29 19:18:10
336,2014-07-28 17:59:00,SOC,Romania,Dinamo Bucuresti - Otelul Galati,18.6,WIN,Home -1 (Match),4-0,PINNACLE,1.86,10.00,8.60,rooney27,2014-07-23 21:42:53
337,2014-07-23 17:29:00,SOC,Champions L,Steaua Bucuresti (n) - Stromsgodset,0.00,LOST,Home -0.5 (1st Half),0-0,PINNACLE,2.14,3.00,-3.00,rooney27,2014-07-23 15:31:19
338,2014-07-27 13:59:00,SOC,Romania,Botosani - Gaz Metan Medias,9.05,WIN,Over 2 (Match),0-3,PINNACLE,1.81,5.00,4.05,rooney27,2014-07-21 20:22:33
339,2014-07-25 15:29:00,SOC,Romania,Concordia Chiajna - Astra Giurgiu,8.95,WIN,Away -0.75 (Match),0-2,PINNACLE,1.79,5.00,3.95,rooney27,2014-07-21 20:15:27
340,2014-07-26 15:30:00,SOC,Romania,AS FCM Targu Mures - CFM Universitatea Cluj,2.5,LOST,AS FCM Targu Mures -0.25 (Asian Handicap-Full Time Excluding Overtime),0-0,SBOBET,1.98,5.00,-2.50,rooney27,2014-07-21 20:03:39
341,2014-07-26 18:00:00,SOC,Romania,FC Rapid SA Bucuresti - FC Steaua Bucuresti,19.7,WIN,FC Steaua Bucuresti -1 (Asian Handicap-Full Time Excluding Overtime),1-3,SBOBET,1.97,10.00,9.70,rooney27,2014-07-21 19:28:26
342,2014-07-26 17:59:00,SOC,Romania,Rapid Bucuresti - Steaua Bucuresti,9.4,WIN,Over 2.25 (Match),1-3,PINNACLE,1.88,5.00,4.40,rooney27,2014-07-21 19:23:55
343,2014-07-27 14:00:00,SOC,Romania,FC Botosani - Gaz Metan Medias,0.00,LOST,FC Botosani -0.5 (Asian Handicap-Full Time Excluding Overtime),0-3,SBOBET,1.99,5.00,-5.00,rooney27,2014-07-21 19:05:43
344,2014-07-27 18:00:00,SOC,Romania,FC Brasov - SC FC Petrolul Ploiesti,0.00,LOST,Over 2 (Over Under-Full Time Excluding Overtime),0-1,SBOBET,1.91,5.00,-5.00,rooney27,2014-07-21 18:04:29
345,2014-07-27 18:00:00,SOC,Romania,FC Brasov - SC FC Petrolul Ploiesti,21.2,WIN,SC FC Petrolul Ploiesti -0.5 (Asian Handicap-Full Time Excluding Overtime),0-1,SBOBET,2.12,10.00,11.20,rooney27,2014-07-21 17:58:14
346,2014-07-17 16:30:00,SOC,Europa League,SC FC Petrolul Ploiesti - KS Flamurtari Vlore,5.00,PUSH,SC FC Petrolul Ploiesti -2 (Asian Handicap-Full Time Excluding Overtime),2-0,Marathonbet,2.16,5.00,0.00,rooney27,2014-07-16 13:08:03
347,2014-07-17 16:30:00,SOC,Europa League,SC FC Petrolul Ploiesti - KS Flamurtari Vlore,0.00,LOST,SC FC Petrolul Ploiesti -1 (Asian Handicap-First Half),0-0,Bet365,1.88,5.00,-5.00,rooney27,2014-07-16 13:04:22
348,2014-07-17 17:30:00,SOC,Europa League,CFR 1907 Cluj - FK Jagodina,0.00,LOST,CFR 1907 Cluj -0.75 (Asian Handicap-Full Time Excluding Overtime),0-0,SBOBET,1.87,10.00,-10.00,rooney27,2014-07-16 12:48:44
349,2014-05-23 18:00:00,SOC,Livebet,Steaua Bucuresti - FC Astra Giurgiu,0.00,LOST,FT Home -0.75 (0:0),0-0,188bet,1.93,5.00,-5.00,rooney27,2014-05-23 18:07:50
350,2014-05-21 18:00:00,SOC,Romania,SC Viitorul Constanta - FC Ceahlaul Piatra Neamt,10.00,PUSH,SC Viitorul Constanta -1 (Asian Handicap-Full Time Excluding Overtime),1-0,SBOBET,2,10.00,0.00,rooney27,2014-05-19 12:01:12
351,2014-05-17 18:29:00,SOC,Romania,Petrolul Ploiesti - Steaua Bucuresti,5.00,PUSH,Home 0 (Match),0-0,PINNACLE,1.91,5.00,0.00,rooney27,2014-05-14 12:08:26
352,2014-05-11 19:00:00,SOC,Livebet,FC Viitorul Constanta - Petrolul Ploiesti,0.00,LOST,FT Away -0.25 (1:0),1-0,188bet,2.19,1.00,-1.00,rooney27,2014-05-11 20:22:46
353,2014-05-11 15:00:00,SOC,Livebet,FC Botosani - FC Astra Giurgiu,2.05,WIN,FT Over 1.5 (0:1),0-2,188bet,2.05,1.00,1.05,rooney27,2014-05-11 16:34:58
354,2014-05-10 17:30:00,SOC,Livebet,Gaz Metan Medias - Dinamo Bucuresti,2.14,WIN,FT Over 1.5 (0:1),1-1,188bet,2.14,1.00,1.14,rooney27,2014-05-10 18:58:02
355,2014-05-07 16:30:00,SOC,Romania,SC FC Petrolul Ploiesti - FC Vaslui,9.75,WIN,SC FC Petrolul Ploiesti -1.5 (Asian Handicap-Full Time Excluding Overtime),3-0,Bet365,1.95,5.00,4.75,rooney27,2014-05-07 09:24:38
356,2014-05-07 16:30:00,SOC,Romania,SC FC Petrolul Ploiesti - FC Vaslui,9.85,WIN,SC FC Petrolul Ploiesti -1.25 (Asian Handicap-Full Time Excluding Overtime),3-0,Dafabet,1.97,5.00,4.85,rooney27,2014-05-06 07:03:59
357,2014-05-04 13:59:00,SOC,Romania,Botosani - Otelul Galati,10.1,WIN,Over 2.25 (Match),3-1,PINNACLE,2.02,5.00,5.10,rooney27,2014-05-02 07:52:30
358,2014-04-28 17:59:00,SOC,Romania,Petrolul Ploiesti - Botosani,9.6,WIN,Home -1.25 (Match),3-0,PINNACLE,1.92,5.00,4.60,rooney27,2014-04-27 08:20:07
359,2014-04-17 17:29:00,SOC,Romania,Dinamo Bucuresti - Steaua Bucuresti,2.5,LOST,Over 2.25 (Match),1-1,PINNACLE,1.88,5.00,-2.50,rooney27,2014-04-17 09:21:10
360,2014-04-13 17:44:00,SOC,Romania,Ceahlaul Piatra Neamt - Dinamo Bucuresti,8.85,WIN,Away -0.25 (Match),0-1,PINNACLE,1.77,5.00,3.85,rooney27,2014-04-12 03:34:50
361,2014-04-05 12:29:00,SOC,Romania,Botosani - Corona Brasov,9.2,WIN,Home -0.75 (Match),3-1,PINNACLE,1.84,5.00,4.20,rooney27,2014-04-04 17:07:19
362,2014-03-31 17:59:00,SOC,Romania,Steaua Bucuresti - Botosani,7.3,WIN,Home -0.75 (1st Half),1-0,PINNACLE,1.92,5.00,2.30,rooney27,2014-03-31 02:14:06
363,2014-03-21 16:59:00,SOC,Romania,Astra Giurgiu - Otelul Galati,0.00,LOST,Under 1 (1st Half),1-1,PINNACLE,1.86,5.00,-5.00,rooney27,2014-03-21 09:15:28
364,2014-03-15 18:14:00,SOC,Romania,Steaua Bucuresti - Gaz Metan Medias,7.35,WIN,Home -0.75 (1st Half),1-0,PINNACLE,1.94,5.00,2.35,rooney27,2014-03-15 09:50:14
365,2014-03-08 17:59:00,SOC,Romania,CFR Cluj - Steaua Bucuresti,9.4,WIN,Under 2.25 (Match),0-1,PINNACLE,1.88,5.00,4.40,rooney27,2014-03-06 20:22:11
366,2014-03-01 18:59:00,SOC,Romania,Steaua Bucuresti - Dinamo Bucuresti,0.00,LOST,Over 2.5 (Match),1-1,PINNACLE,2.13,5.00,-5.00,rooney27,2014-02-28 18:54:21
367,2014-02-22 16:59:00,SOC,Romania,Otelul Galati - Pandurii Targu Jiu,0.00,LOST,Over 2.25 (Match),1-0,PINNACLE,1.8,5.00,-5.00,rooney27,2014-02-21 16:20:00
368,2014-02-18 16:14:00,SOC,Romania,Steaua Bucuresti - Universitatea Cluj,5.00,PUSH,Home -1 (1st Half),1-0,PINNACLE,2.08,5.00,0.00,rooney27,2014-02-18 13:38:17
369,2013-12-19 15:59:00,SOC,Romania,Universitatea Cluj - Otelul Galati,0.00,LOST,Over 2.25 (Match),1-0,PINNACLE,1.9,5.00,-5.00,rooney27,2013-12-19 12:12:36
370,2013-12-14 17:00:00,SOC,Romania,Astra Giurgiu - SC Viitorul Constanta,0.00,LOST,Astra Giurgiu -0.75 (Asian Handicap-First Half),0-0,SBOBET,1.87,10.00,-10.00,rooney27,2013-12-12 09:48:35
371,2013-12-08 16:59:00,SOC,Romania,Ceahlaul Piatra Neamt - Viitorul Constanta,0.00,LOST,Home -1 (Match),0-0,PINNACLE,2.03,8.00,-8.00,rooney27,2013-12-07 07:51:33
372,2013-11-23 19:00:00,SOC,Romania,Astra Giurgiu - FC Botosani,14.8,WIN,Over 1 (Over Under-First Half),4-0,Bet365,1.85,8.00,6.80,rooney27,2013-11-21 08:04:22
373,2013-11-09 19:00:00,SOC,Romania,SC Viitorul Constanta - Pandurii Targu-Jiu,0.00,LOST,Over 1 (Over Under-First Half),0-0,SBOBET,2.07,5.00,-5.00,rooney27,2013-11-08 11:21:48
374,2013-11-02 18:30:00,SOC,Livebet,ASC Corona Brasov - Steaua Bucuresti,0.00,LOST,FT Away (1:0),1-1,188bet,2.5,5.00,-5.00,rooney27,2013-11-02 19:28:34
375,2013-11-02 15:59:00,SOC,Romania,Pandurii Targu Jiu - Vaslui,0.00,LOST,Home -0.5,1-2,PINNACLE,2.09,6.00,-6.00,rooney27,2013-10-31 15:28:15
376,2013-10-26 18:29:00,SOC,Romania,CFR Cluj - Astra Giurgiu,5.00,PUSH,Home 0,0-0,PINNACLE,1.79,5.00,0.00,rooney27,2013-10-25 12:49:18
377,2013-10-18 18:00:00,SOC,Romania,Steaua vs Viitorul,16.8,WIN,Over 1.25 HT,4-0,Bet365,2.1,8.00,8.80,rooney27,2013-10-17 18:48:25
378,2013-10-06 13:59:00,SOC,Romania,Sageata Navodari - Pandurii Targu Jiu,0.00,LOST,Under 2.25,0-4,PINNACLE,1.88,5.00,-5.00,rooney27,2013-10-05 13:28:52
379,2013-09-21 15:59:00,SOC,Romania,FC Brasov - Vaslui,5.00,PUSH,Home 0,1-1,PINNACLE,2.04,5.00,0.00,rooney27,2013-09-21 09:37:49
380,2013-09-16 15:59:00,SOC,Romania,Ceahlaul Piatra Neamt - FC Brasov,0.00,LOST,Home -0.5,1-1,PINNACLE,1.81,5.00,-5.00,rooney27,2013-09-16 09:12:46
381,2013-08-24 15:59:00,SOC,Romania,Ceahlaul Piatra Neamt - Otelul Galati,10.1,WIN,Home -0.25,2-0,PINNACLE,2.02,5.00,5.10,rooney27,2013-08-24 13:13:05
382,2013-08-05 16:00:00,SOC,Romania,ACS Poli Timisoara - Gaz Metan Medias,10,WIN,Both 2 Score - Yes,2-1,Bet365,2,5.00,5.00,rooney27,2013-08-02 18:51:10
383,2013-07-19 17:45:00,SOC,Romania,ACS Poli Timisoara - Dinamo Bucharest,0.00,LOST,Dinamo Bucharest (-0.25),2-0,Bet365,1.95,5.00,-5.00,rooney27,2013-07-18 19:18:01
384,2013-07-18 17:00:00,SOC,Europa League,Petrolul Ploiesti - Vikingur,9.4,WIN,Petrolul Ploiesti (-2.5),3-0,Bet365,1.88,5.00,4.40,rooney27,2013-07-17 01:36:26
385,2013-07-16 18:45:00,SOC,Champions L,Steaua Bucharest - FK Vardar,18.3,WIN,Steaua Bucharest (-2),3-0,Bet365,1.83,10.00,8.30,rooney27,2013-07-14 19:59:06
386,2013-07-10 17:45:00,SOC,Romania,Steaua Bucharest - Petrolul Ploiesti,0.00,LOST,Under 2.5,3-0,BWIN,1.87,5.00,-5.00,rooney27,2013-07-09 13:21:38
387,2013-07-10 17:45:00,SOC,Romania,Steaua Bucharest - Petrolul Ploiesti,11,WIN,Steaua Bucharest,3-0,Interwetten,2.2,5.00,6.00,rooney27,2013-07-09 11:17:37
